#,Release Date,Title,Instructor,Price,Product Type,Tags,URL
1177,2021-06-26,"Attacking The Neck by Jerry Burns","Jerry Burns",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Jerry Burns, MC_Submissions, New, SC_Submissions_Chokes, Show_More_App",https://bjjfanatics.com/products/attacking-the-neck-by-jerry-burns
1178,2021-06-26,"V Block Secrets by Ivan Delchev","Ivan Delchev",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Ivan Delchev, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/v-block-secrets-by-ivan-delchev
1179,2021-06-26,"New Generation Lethwei by Dave Leduc","Dave Leduc",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Dave Leduc, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/new-generation-lethwei-by-dave-leduc
1180,2021-06-26,"The Best Submissions From Open & Closed Guard by Helena Crevar","Helena Crevar",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Helena Crevar, MC_Guard, MC_Submissions, New, SC_Guard_Closed_Guard, SC_Submission_Foot_&_Leg_Attacks, SC_Submissions_Arm_Attacks, SC_Submissions_Chokes, Show_More_App",https://bjjfanatics.com/products/the-best-submissions-from-open-closed-guard-by-helena-crevar
1181,2021-07-01,"Judo Strangles 2.0 by Andy Hung","Andy Hung",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Andy Hung, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/judo-strangles-2-0-by-andy-hung
1182,2021-07-01,"Mastering The Low Mount by Ante Dzolic","Ante Dzolic",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Ante Dzolic, MC_Mount_Attacks, New, Show_More_App",https://bjjfanatics.com/products/mastering-the-low-mount-by-ante-dzolic
1183,2021-07-04,"New Wave Jiu Jitsu: Open Guard The two Foundations Of Guard Play by John Danaher","John Danaher",197.00,"COMBO","above-100, above-130, above-160, above-30, above-60, auto-best-seller, bestsellers-new, Facebook, featured-bestsellers, Fighter_John Danaher, GTIN, level-3, MC_Guard, New, SC_Guard_Butterfly_Guard, SC_Guard_De_La_Riva_Guard, SC_Guard_Guard_Retention, SC_Guard_Half_Guard, SC_Guard_Single_Leg_X_Guard, SC_Guard_Spider_Guard, SC_Guard_X_Guard, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/new-wave-jiu-jitsu-open-guard-the-two-foundations-of-guard-play-by-john-danaher
1184,2021-07-04,"Combinations For Competition by Colton Brown","Colton Brown",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Colton Brown, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/combinations-for-competition-by-colton-brown
1185,2021-07-04,"Knee Bar by Vlad Koulikov","Vlad Koulikov",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Vlad Koulikov, MC_Submissions, New, SC_Submission_Foot_&_Leg_Attacks, Show_More_App",https://bjjfanatics.com/products/knee-bar-by-vlad-koulikov
1186,2021-07-04,"Grappling For Gringos by Chris Thompson","Chris Thompson",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Chris Thompson, New, Show_More_App",https://bjjfanatics.com/products/grappling-for-gringos-by-chris-thompson
1187,2021-07-04,"The Single Leg Compendium by Barry Davis","Barry Davis",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Barry Davis, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/the-single-leg-compendium-by-barry-davis
1188,2021-07-04,"Lightweight Judo by Mohan Bam","Moham Bam",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Moham Bam, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/lightweight-judo-by-moham-bam
1189,2021-07-04,"The Ivanov Fireman's System by Georgi Ivanov","Georgi Ivanov",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Georgi Ivanov, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/the-ivanov-firemans-system-by-georgi-ivanov
1190,2021-07-04,"Guard Master: How To guard Them All by Geo Martinez","Geo Martinez",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Geo Martinez, GTIN, MC_Guard, New, Show_More_App",https://bjjfanatics.com/products/guard-master-how-to-guard-them-all-by-geo-martinez
1191,2021-07-04,"High Impact Greco Throws by Alec Ortiz","Alec Ortiz",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Alec Ortiz, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/high-impact-greco-throws-by-alec-ortiz
1192,2021-07-04,"Fundamental Takedowns From Control Ties by Donny Logendyke","Donny Logendyke",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Donny Logendyke, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/fundamental-takedowns-from-control-ties-by-donny-logendyke
1193,2021-07-04,"ABC's Of Finishing Takedowns by Nick Heflin","Nick Heflin",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Nick Heflin, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/abcs-of-finishing-takedowns-by-nick-heflin
1194,2021-07-04,"Chess Match Mat Wrestling by Nick Heflin","Nick Heflin",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Nick Heflin, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/chess-mat-match-wrestling-by-nick-heflin
1195,2021-07-04,"Back To The Finish by Jeff Glover","Jeff Glover",97.00,"COMBO","above-30, above-60, Facebook, Fighter_Jeff Glover, MC_Back_Attacks, New, Show_More_App",https://bjjfanatics.com/products/back-to-the-finish-by-jeff-glover
1196,2021-07-04,"No Gi Mount by Jeff Glover","Jeff Glover",97.00,"COMBO","above-30, above-60, Facebook, Fighter_Jeff Glover, GTIN, MC_Mount_Attacks, New, Show_More_App",https://bjjfanatics.com/products/no-gi-mount-by-jeff-glover
1197,2021-07-04,"The Boogeyman Darce by Richie Martinez","Richie Martinez",79.00,"COMBO","above-30, above-60, auto-best-seller, best_sellers_two_years, Facebook, featured-bestsellers, Fighter_Richie Martinez, GTIN, MC_Submissions, New, SC_Submissions_Chokes, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/the-boogeyman-darce-by-richie-martinez
1198,2021-07-04,"BJJ Basics by Pete Letsos","Pete Letsos",97.00,"COMBO","above-30, above-60, Facebook, Fighter_Pete Letsos, MC_Fundamentals, New, Pete ""The Greek"" Letsos, pete the greek, Show_More_App",https://bjjfanatics.com/products/bjj-basics-by-pete-letsos
1199,2021-07-04,"Passing The Guard No Gi by Pete Letsos","Pete Letsos",97.00,"COMBO","above-30, above-60, Facebook, Fighter_Pete Letsos, MC_Guard_Passing, New, Pete ""The Greek"" Letsos, pete the greek, Show_More_App",https://bjjfanatics.com/products/passing-the-guard-no-gi-by-pete-letsos
1200,2021-07-04,"No Gi Sweeps and Reversals by Pete Letsos","Pete Letsos",97.00,"COMBO","above-30, above-60, Facebook, Fighter_Pete Letsos, MC_Guard, New, Pete ""The Greek"" Letsos, pete the greek, Show_More_App",https://bjjfanatics.com/products/no-gi-sweeps-and-reversals-by-pete-letsos
1201,2021-07-04,"The Brazilian Jiu Jitsu Cradle by Bjorn Friedrich","Bjorn Friedrich",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Bjorn Friedrich, MC_Side_Control_Attacks, New, Show_More_App",https://bjjfanatics.com/products/the-brazilian-jiu-jitsu-cradle-by-bjorn-friedrich
1202,2021-07-04,"The Pillars: Open Guard Mastery System by Stephen Whittier","Stephen Whittier",177.00,"COMBO","above-100, above-130, above-160, above-30, above-60, Facebook, Fighter_Stephen Whittier, MC_Guard, New, SC_Guard_50/50, SC_Guard_Berimbolo_Guard, SC_Guard_Butterfly_Guard, SC_Guard_De_La_Riva_Guard, SC_Guard_Guard_Retention, Show_More_App",https://bjjfanatics.com/products/the-pillars-open-guard-mastery-system-by-stephen-whittier
1203,2021-07-04,"Leglocks To Passing, Passing To Leglocks by Zach Maslany","Zach Maslany",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Zach Maslany, GTIN, MC_Guard_Passing, MC_Submissions, New, SC_Submission_Foot_&_Leg_Attacks, Show_More_App",https://bjjfanatics.com/products/leglocks-to-passing-passing-to-leglocks-by-zach-maslany
1204,2021-07-04,"Butterfly Guard Rediscovered 3.0 by Adam Wardzinski","Adam Wardzinski",149.00,"COMBO","above-100, above-130, above-30, above-60, auto-best-seller, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Adam Wardzinski, GTIN, level-3, MC_Guard, New, SC_Guard_Butterfly_Guard, Show_More_App, TopBestSeller, trending-now",https://bjjfanatics.com/products/butterfly-guard-rediscovered-3-0-by-adam-wardzinski
1205,2021-07-04,"Funky Front Headlock Wrestling by Max Askren","Max Askren",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Max Askren, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/funky-front-headlock-wrestling-by-max-askren
1206,2021-07-04,"Guide To Being A Goon by Nate Tomasello","Nate Tomasello",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Nate Tomasello, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/guide-to-being-a-goon-by-nate-tomasello
1207,2021-07-04,"Destructive Side Control Submissions by Ed Abrasley","Ed Abrasley",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Ed Abrasley, MC_Side_Control_Attacks, MC_Submissions, New, SC_Submissions_Arm_Attacks, SC_Submissions_Chokes, Show_More_App",https://bjjfanatics.com/products/destructive-side-control-submissions-by-ed-abrasley
1208,2021-07-07,"Wrestling For BJJ by Jeff Glover","Jeff Glover",97.00,"COMBO","above-30, above-60, Facebook, Fighter_Jeff Glover, GTIN, MC_Takedowns, New, Show_More_App",https://bjjfanatics.com/products/wrestling-for-bjj-by-jeff-glover
1209,2021-07-13,"Krav Maga Pain & Compliance by Frass Azab","Frass Azab",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Frass Azab, MC_Self_Defense, New, Show_More_App",https://bjjfanatics.com/products/krav-maga-pain-compliance-by-frass-azab
1210,2021-07-13,"Gripping Workshop: The Ultimate Study by Neil Adams","Neil Adams",127.00,"COMBO","above-100, above-30, above-60, Facebook, Fighter_Neil Adams, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/gripping-workshop-the-ultimate-study-by-neil-adams
1211,2021-07-13,"Juji-Gatame: The Ultimate Study by Neil Adams","Neil Adams",127.00,"COMBO","above-100, above-30, above-60, Facebook, Fighter_Neil Adams, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/juji-gatame-the-ultimate-study-by-neil-adams
1212,2021-07-13,"Tai-Otoshi: The Ultimate Study by Neil Adams","Neil Adams",127.00,"COMBO","above-100, above-30, above-60, best_sellers_two_years, Facebook, Fighter_Neil Adams, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/tai-otoshi-the-ultimate-study-by-neil-adams
1213,2021-07-13,"Uchimata: The Ultimate Study by Neil Adams","Neil Adams",127.00,"COMBO","above-100, above-30, above-60, best_sellers_two_years, Facebook, Fighter_Neil Adams, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/uchimata-the-ultimate-study-by-neil-adams
1214,2021-07-13,"Gorilla Grips by Magid Hage","Magid Hage",79.00,"COMBO","above-30, above-60, Facebook, featured-bestsellers, Fighter_Magid Hage, GTIN, MC_Guard, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/gorilla-grips-by-magid-hage
1215,2021-07-13,"Home Run Derby: Baseball Chokes From Everywhere by Magid Hage","Magid Hage",79.00,"COMBO","above-30, above-60, auto-best-seller, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Magid Hage, GTIN, MC_Submissions, New, SC_Submissions_Chokes, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/home-run-derby-baseball-chokes-from-everywhere-by-magid-hage
1216,2021-07-13,"Enter Thugjitsu by Yves Edwards","Yves Edwards",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Yves Edwards, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/enter-thugjitsu-by-yves-edwards
1217,2021-07-14,"Joint And Limb Lessons With Uncle Jeff by Jeff Glover","Jeff Glover",97.00,"COMBO","above-30, above-60, Facebook, Fighter_Jeff Glover, MC_Submissions, New, Show_More_App",https://bjjfanatics.com/products/joint-and-limb-lessons-with-uncle-jeff-by-jeff-glover
1218,2021-07-14,"The Pitel Half Guard by Bernardo Pitel","Bernardo Pitel",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Bernardo Pitel, MC_Guard, New, SC_Guard_Half_Guard, Show_More_App",https://bjjfanatics.com/products/the-pitel-half-guard-by-bernardo-pitel
1219,2021-07-14,"The Pitel Reverse Half Guard by Bernardo Pitel","Bernardo Pitel",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Bernardo Pitel, MC_Guard, New, SC_Guard_Half_Guard, Show_More_App",https://bjjfanatics.com/products/the-pitel-reverse-half-guard-by-bernardo-pitel
1220,2021-07-14,"Basic Old School Defenses by Elan Santiago","Elan Santiago",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Elan Santiago, MC_Escapes, New, Show_More_App",https://bjjfanatics.com/products/basic-old-school-defenses-by-elan-santiago
1221,2021-07-14,"Championship Boxing Training Module 1: Fundamental Lessons by Luiz Carlos Dorea","Luiz Carlos Dorea",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Luiz Carlos Dorea, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/championship-boxing-training-module-1-fundamental-lessons-by-luiz-carlos-dorea
1222,2021-07-14,"Championship Boxing Training Module 1: Intermediate Lessons by Luiz Carlos Dorea","Luiz Carlos Dorea",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Luiz Carlos Dorea, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/championship-boxing-training-module-1-intermediate-lessons-by-luiz-carlos-dorea
1223,2021-07-14,"Championship Boxing Training Module 1: Advanced Lessons by Luiz Carlos Dorea","Luiz Carlos Dorea",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Luiz Carlos Dorea, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/championship-boxing-training-module-1-advanced-lessons-by-luiz-carlos-dorea
1224,2021-07-14,"The Best of Shohei Ono by Judo Fanatics in Partnership With the IJF","Shohei Ono",97.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Shohei Ono, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/the-best-of-shohei-ono-by-shohei-ono
1225,2021-07-14,"The Best of Jessica Klimkait by Judo Fanatics in Partnership With the IJF","Jessica Klimkait",97.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Jessica Klimkait, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/the-best-of-jessica-klimkait-by-jessica-klimkait
1226,2021-07-14,"STF Attack Series by Erik Paulson","Erik Paulson",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Erik Paulson, GTIN, MC_Takedowns, New, Show_More_App",https://bjjfanatics.com/products/stf-attack-series-by-erik-paulson
1227,2021-07-14,"Drills For Rapid Judo Skill Development by Randy Bauers","Randy Bauers",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Randy Bauers, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/drills-for-rapid-judo-skill-development-by-randy-bauers
1228,2021-07-14,"Par Terre Offense and Defense by Max Askren","Max Askren",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Max Askren, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/par-terre-offense-and-defense-by-max-askren
1229,2021-07-14,"MMA Fundamentals: Footwork For MMA Striking by Javier Mendez","Javier Mendez",127.00,"COMBO","above-100, above-30, above-60, best_sellers_two_years, Facebook, Fighter_Javier Mendez, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/mma-fundamentals-footwork-for-mma-striking-by-javier-mendez
1230,2021-07-17,"Askren Brothers Hand Fighting by Ben Askren","Ben Askren",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Ben Askren, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/askren-brothers-hand-fighting-by-ben-askren
1231,2021-07-17,"Dynamic Double Legs & Duck Unders by Ben Askren","Ben Askren",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Ben Askren, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/dynamic-double-legs-duck-unders-by-ben-askren
1232,2021-07-17,"Askren Wrestling Academy Kids Manual by Ben Askren","Ben Askren",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Ben Askren, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/askren-wrestling-academy-kids-manual-by-ben-askren
1233,2021-07-17,"The Askren Underhook Blueprint by Ben Askren","Ben Askren",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Ben Askren, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/the-askren-underhook-blueprint-by-ben-askren
1234,2021-07-17,"Armbargeddon by Bill Cooper","Bill Cooper",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Bill Cooper, MC_Submissions, New, SC_Submissions_Arm_Attacks, Show_More_App",https://bjjfanatics.com/products/armbargeddon-by-bill-cooper
1235,2021-07-17,"Unorthodox Effective Throws by Aram Grigorian","Aram Grigorian",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Aram Grigorian, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/unorthodox-effective-throws-by-aram-grigorian
1236,2021-07-17,"Avoiding Mount by Pedro Sauer","Pedro Sauer",97.00,"COMBO","above-100, above-30, above-60, auto-best-seller, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Pedro Sauer, GTIN, MC_Escapes, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/avoiding-mount-by-pedro-sauer
1237,2021-07-17,"No Gi Side Control by Pedro Sauer","Pedro Sauer",79.00,"COMBO","above-30, above-60, auto-best-seller, Facebook, featured-bestsellers, Fighter_Pedro Sauer, GTIN, MC_Side_Control_Attacks, New, Show_More_App",https://bjjfanatics.com/products/no-gi-side-control-by-pedro-sauer
